"alpha3","country","date","cases","new_cases","deaths","population","casesPer100k","deathsPer100k","Income group","Continent","Region"
"COG","Republic of the Congo",2020-06-16,883,0,27,5518000,16,0.5,"Lower middle income","Africa","Middle Africa"
"ROU","Romania",2020-06-16,22415,250,1437,19238000,116.5,7.5,"Upper middle income","Europe","Eastern Europe"
"RUS","Russia",2020-06-16,544725,8241,7274,145934000,373.3,5,"Upper middle income","Europe","Eastern Europe"
"RWA","Rwanda",2020-06-16,636,24,2,12952000,4.9,0,"Low income","Africa","Eastern Africa"
"KNA","Saint Kitts and Nevis",2020-06-16,15,0,0,53000,28.3,0,"High income","North America","Caribbean"
"LCA","Saint Lucia",2020-06-16,19,0,0,184000,10.3,0,"Upper middle income","North America","Caribbean"
"VCT","Saint Vincent and the Grenadines",2020-06-16,29,2,0,111000,26.1,0,"Upper middle income","North America","Caribbean"
"SMR","San Marino",2020-06-16,694,0,42,34000,2041.2,123.5,"High income","Europe","Southern Europe"
"STP","Sao Tome and Principe",2020-06-16,671,9,12,219000,306.4,5.5,"Lower middle income","Africa","Middle Africa"
"SAU","Saudi Arabia",2020-06-16,136315,4267,1052,34814000,391.6,3,"High income","Asia","Western Asia"
"SEN","Senegal",2020-06-16,5247,74,70,16744000,31.3,0.4,"Lower middle income","Africa","Western Africa"
"SRB","Serbia",2020-06-16,12426,59,256,8737000,142.2,2.9,"Upper middle income","Europe","Southern Europe"
"SYC","Seychelles",2020-06-16,11,0,0,98000,11.2,0,"High income","Africa","Eastern Africa"
"SLE","Sierra Leone",2020-06-16,1225,49,51,7977000,15.4,0.6,"Low income","Africa","Western Africa"
"SGP","Singapore",2020-06-16,40969,151,26,5850000,700.3,0.4,"High income","Asia","South-eastern Asia"
"SVK","Slovakia",2020-06-16,1552,0,28,5460000,28.4,0.5,"High income","Europe","Eastern Europe"
"SVN","Slovenia",2020-06-16,1499,3,109,2079000,72.1,5.2,"High income","Europe","Southern Europe"
"SOM","Somalia",2020-06-16,2658,16,88,15893000,16.7,0.6,"Low income","Africa","Eastern Africa"
"ZAF","South Africa",2020-06-16,76334,2801,1625,59309000,128.7,2.7,"Upper middle income","Africa","Southern Africa"
"SSD","South Sudan",2020-06-16,1776,83,30,8260490,21.5,0.4,"Low income","Africa","Eastern Africa"
"ESP","Spain",2020-06-16,244328,219,27136,46755000,522.6,58,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-06-16,1915,10,11,21413000,8.9,0.1,"Upper middle income","Asia","Southern Asia"
"SDN","Sudan",2020-06-16,7740,305,477,43849000,17.7,1.1,"Lower middle income","Africa","Northern Africa"
"SUR","Suriname",2020-06-16,236,7,6,587000,40.2,1,"Upper middle income","South America","South America"
"SWE","Sweden",2020-06-16,53323,940,4939,10099000,528,48.9,"High income","Europe","Northern Europe"
"CHE","Switzerland",2020-06-16,31154,23,1954,8655000,360,22.6,"High income","Europe","Western Europe"
"SYR","Syrian Arab Republic",2020-06-16,177,0,6,17501000,1,0,"Low income","Asia","Western Asia"
"TWN","Taiwan",2020-06-16,445,0,7,23817000,1.9,0,"High income","Asia","Eastern Asia"
"TJK","Tajikistan",2020-06-16,5160,63,50,9538000,54.1,0.5,"Low income","Asia","Central Asia"
"THA","Thailand",2020-06-16,3135,0,58,69800000,4.5,0.1,"Upper middle income","Asia","South-eastern Asia"
"BHS","The Bahamas",2020-06-16,104,1,11,393000,26.5,2.8,"High income","North America","Caribbean"
"GMB","The Gambia",2020-06-16,34,4,1,2417000,1.4,0,"Low income","Africa","Western Africa"
"TLS","Timor-Leste",2020-06-16,24,0,0,1318000,1.8,0,"Lower middle income","Asia","South-eastern Asia"
"TGO","Togo",2020-06-16,537,6,13,8279000,6.5,0.2,"Low income","Africa","Western Africa"
"TTO","Trinidad and Tobago",2020-06-16,123,0,8,1399000,8.8,0.6,"High income","North America","Caribbean"
"TUN","Tunisia",2020-06-16,1125,15,49,11819000,9.5,0.4,"Lower middle income","Africa","Northern Africa"
"TUR","Turkey",2020-06-16,181298,1467,4842,84339000,215,5.7,"Upper middle income","Asia","Western Asia"
"UGA","Uganda",2020-06-16,724,19,0,45741000,1.6,0,"Low income","Africa","Eastern Africa"
"GBR","UK",2020-06-16,274971,1083,42159,67886000,405,62.1,"High income","Europe","Northern Europe"
"UKR","Ukraine",2020-06-16,33209,673,922,43734000,75.9,2.1,"Lower middle income","Europe","Eastern Europe"
"ARE","United Arab Emirates",2020-06-16,42982,346,293,9890000,434.6,3,"High income","Asia","Western Asia"
"TZA","United Republic of Tanzania",2020-06-16,509,0,21,59734000,0.9,0,"Low income","Africa","Eastern Africa"
"URY","Uruguay",2020-06-16,849,1,24,3474000,24.4,0.7,"High income","South America","South America"
"USA","USA",2020-06-16,2137731,23705,117612,331003000,645.8,35.5,"High income","North America","Northern America"
"UZB","Uzbekistan",2020-06-16,5493,230,19,33469000,16.4,0.1,"Lower middle income","Asia","Central Asia"
"VEN","Venezuela",2020-06-16,3150,88,27,28436000,11.1,0.1,"Upper middle income","South America","South America"
"VNM","Vietnam",2020-06-16,334,0,0,97339000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"ESH","Western Sahara",2020-06-16,9,0,1,597000,1.5,0.2,NA,"Africa","Northern Africa"
"YEM","Yemen",2020-06-16,885,41,214,29826000,3,0.7,"Low income","Asia","Western Asia"
"ZMB","Zambia",2020-06-16,1405,23,11,18384000,7.6,0.1,"Lower middle income","Africa","Eastern Africa"
"ZWE","Zimbabwe",2020-06-16,391,4,4,14863000,2.6,0,"Lower middle income","Africa","Eastern Africa"
"AFG","Afghanistan",2020-06-17,26874,564,504,38928000,69,1.3,"Low income","Asia","Southern Asia"
"ALB","Albania",2020-06-17,1722,50,38,2878000,59.8,1.3,"Upper middle income","Europe","Southern Europe"
"DZA","Algeria",2020-06-17,11268,121,799,43851000,25.7,1.8,"Upper middle income","Africa","Northern Africa"
"AND","Andorra",2020-06-17,854,0,52,77000,1109.1,67.5,"High income","Europe","Southern Europe"
"AGO","Angola",2020-06-17,155,7,7,32866000,0.5,0,"Lower middle income","Africa","Middle Africa"
"ATG","Antigua and Barbuda",2020-06-17,26,0,3,98000,26.5,3.1,"High income","North America","Caribbean"
"ARG","Argentina",2020-06-17,35552,1393,913,45196000,78.7,2,"Upper middle income","South America","South America"
"ARM","Armenia",2020-06-17,18033,544,302,2963000,608.6,10.2,"Upper middle income","Asia","Western Asia"
"AUS","Australia",2020-06-17,7391,21,102,25500000,29,0.4,"High income","Oceania","Australia and New Zealand"
"AUT","Austria",2020-06-17,17203,14,687,9006000,191,7.6,"High income","Europe","Western Europe"
"AZE","Azerbaijan",2020-06-17,10991,329,133,10139000,108.4,1.3,"Upper middle income","Asia","Western Asia"
"BHR","Bahrain",2020-06-17,19961,408,49,1702000,1172.8,2.9,"High income","Asia","Western Asia"
"BGD","Bangladesh",2020-06-17,98489,4008,1305,164689000,59.8,0.8,"Lower middle income","Asia","Southern Asia"
"BRB","Barbados",2020-06-17,97,0,7,287000,33.8,2.4,"High income","North America","Caribbean"
"BLR","Belarus",2020-06-17,56032,663,324,9449000,593,3.4,"Upper middle income","Europe","Eastern Europe"
"BEL","Belgium",2020-06-17,60244,89,9675,11590000,519.8,83.5,"High income","Europe","Western Europe"
"BLZ","Belize",2020-06-17,22,0,2,398000,5.5,0.5,"Upper middle income","North America","Central America"
"BEN","Benin",2020-06-17,572,40,9,12123000,4.7,0.1,"Low income","Africa","Western Africa"
"BTN","Bhutan",2020-06-17,67,0,0,772000,8.7,0,"Lower middle income","Asia","Southern Asia"
"BOL","Bolivia",2020-06-17,20685,802,679,11673000,177.2,5.8,"Lower middle income","South America","South America"
"BIH","Bosnia and Herzegovina",2020-06-17,3141,56,168,3281000,95.7,5.1,"Upper middle income","Europe","Southern Europe"
"BWA","Botswana",2020-06-17,79,19,1,2352000,3.4,0,"Upper middle income","Africa","Southern Africa"
"BRA","Brazil",2020-06-17,955377,32188,46510,212559000,449.5,21.9,"Upper middle income","South America","South America"
"BRN","Brunei",2020-06-17,141,0,3,437000,32.3,0.7,"High income","Asia","South-eastern Asia"
"BGR","Bulgaria",2020-06-17,3542,89,184,6948000,51,2.6,"Upper middle income","Europe","Eastern Europe"
"BFA","Burkina Faso",2020-06-17,899,4,53,20903000,4.3,0.3,"Low income","Africa","Western Africa"
"BDI","Burundi",2020-06-17,104,0,1,11891000,0.9,0,"Low income","Africa","Eastern Africa"
"KHM","Cambodia",2020-06-17,128,0,0,16719000,0.8,0,"Lower middle income","Asia","South-eastern Asia"
"CMR","Cameroon",2020-06-17,9864,0,276,26546000,37.2,1,"Lower middle income","Africa","Middle Africa"
"CAN","Canada",2020-06-17,101491,404,8312,37742000,268.9,22,"High income","North America","Northern America"
"CPV","Cape Verde",2020-06-17,792,11,7,556000,142.4,1.3,"Lower middle income","Africa","Western Africa"
"CAF","Central African Republic",2020-06-17,2564,154,18,4830000,53.1,0.4,"Low income","Africa","Middle Africa"
"TCD","Chad",2020-06-17,854,1,74,16426000,5.2,0.5,"Low income","Africa","Middle Africa"
"CHL","Chile",2020-06-17,220628,36179,3615,19116000,1154.2,18.9,"High income","South America","South America"
"COL","Colombia",2020-06-17,57046,2115,1864,50883000,112.1,3.7,"Upper middle income","South America","South America"
"COM","Comoros",2020-06-17,197,0,3,870000,22.6,0.3,"Lower middle income","Africa","Eastern Africa"
"CRI","Costa Rica",2020-06-17,1871,75,12,5094000,36.7,0.2,"Upper middle income","North America","Central America"
"CIV","Cote d'Ivoire",2020-06-17,6063,384,48,26378000,23,0.2,"Lower middle income","Africa","Western Africa"
"HRV","Croatia",2020-06-17,2258,3,107,4105000,55,2.6,"High income","Europe","Southern Europe"
"CUB","Cuba",2020-06-17,2280,7,84,11327000,20.1,0.7,"Upper middle income","North America","Caribbean"
"CYP","Cyprus",2020-06-17,985,0,18,1207000,81.6,1.5,"High income","Asia","Western Asia"
"CZE","Czech Republic",2020-06-17,10162,51,333,10709000,94.9,3.1,"High income","Europe","Eastern Europe"
"COD","Democratic Republic of the Congo",2020-06-17,5100,126,115,89561000,5.7,0.1,"Low income","Africa","Middle Africa"
"DNK","Denmark",2020-06-17,12494,44,598,5792000,215.7,10.3,"High income","Europe","Northern Europe"
NA,"Diamond Princess Cruise Ship",2020-06-17,712,0,13,NA,NA,NA,NA,NA,NA
"DJI","Djibouti",2020-06-17,4545,6,43,988000,460,4.4,"Lower middle income","Africa","Eastern Africa"
"DMA","Dominica",2020-06-17,18,0,0,72000,25,0,"Upper middle income","North America","Caribbean"
"DOM","Dominican Republic",2020-06-17,24105,419,633,10848000,222.2,5.8,"Upper middle income","North America","Caribbean"
"ECU","Ecuador",2020-06-17,48490,547,4007,17643000,274.8,22.7,"Upper middle income","South America","South America"
"EGY","Egypt",2020-06-17,49219,1363,1850,102334000,48.1,1.8,"Lower middle income","Africa","Northern Africa"
"SLV","El Salvador",2020-06-17,4066,125,79,6486000,62.7,1.2,"Lower middle income","North America","Central America"
"GNQ","Equatorial Guinea",2020-06-17,1664,0,32,1403000,118.6,2.3,"Upper middle income","Africa","Middle Africa"
"ERI","Eritrea",2020-06-17,131,10,0,3546000,3.7,0,"Low income","Africa","Eastern Africa"
"EST","Estonia",2020-06-17,1977,2,69,1327000,149,5.2,"High income","Europe","Northern Europe"
"SWZ","Eswatini",2020-06-17,563,43,4,1160000,48.5,0.3,"Lower middle income","Africa","Southern Africa"
"ETH","Ethiopia",2020-06-17,3759,129,63,114964000,3.3,0.1,"Low income","Africa","Eastern Africa"
"FJI","Fiji",2020-06-17,18,0,0,896000,2,0,"Upper middle income","Oceania","Melanesia"
"FIN","Finland",2020-06-17,7117,5,326,5541000,128.4,5.9,"High income","Europe","Northern Europe"
"FRA","France",2020-06-17,195433,458,29578,65274000,299.4,45.3,"High income","Europe","Western Europe"
"GAB","Gabon",2020-06-17,4229,115,30,2226000,190,1.3,"Upper middle income","Africa","Middle Africa"
"GEO","Georgia",2020-06-17,888,9,14,3989000,22.3,0.4,"Upper middle income","Asia","Western Asia"
"DEU","Germany",2020-06-17,188604,352,8851,83784000,225.1,10.6,"High income","Europe","Western Europe"
"GHA","Ghana",2020-06-17,12590,397,66,31073000,40.5,0.2,"Lower middle income","Africa","Western Africa"
"GRC","Greece",2020-06-17,3203,55,187,10423000,30.7,1.8,"High income","Europe","Southern Europe"
"GRD","Grenada",2020-06-17,23,0,0,113000,20.4,0,"Upper middle income","North America","Caribbean"
"GTM","Guatemala",2020-06-17,11251,545,432,17916000,62.8,2.4,"Upper middle income","North America","Central America"
"GIN","Guinea",2020-06-17,4668,29,26,13133000,35.5,0.2,"Low income","Africa","Western Africa"
"GNB","Guinea Bissau",2020-06-17,1492,0,15,1968000,75.8,0.8,"Low income","Africa","Western Africa"
"GUY","Guyana",2020-06-17,171,0,12,787000,21.7,1.5,"Upper middle income","South America","South America"
"HTI","Haiti",2020-06-17,4688,141,82,11403000,41.1,0.7,"Low income","North America","Caribbean"
"VAT","Holy See (Vatican City)",2020-06-17,12,0,0,1000,1200,0,NA,"Europe","Southern Europe"
"HND","Honduras",2020-06-17,10299,643,336,9905000,104,3.4,"Lower middle income","North America","Central America"
"HKG","Hong Kong",2020-06-17,1120,8,4,7497000,14.9,0.1,"High income","Asia","Eastern Asia"
"HUN","Hungary",2020-06-17,4078,1,567,9660000,42.2,5.9,"High income","Europe","Eastern Europe"
"ISL","Iceland",2020-06-17,1812,0,10,341000,531.4,2.9,"High income","Europe","Northern Europe"
"IND","India",2020-06-17,366946,12881,12237,1380004000,26.6,0.9,"Lower middle income","Asia","Southern Asia"
"IDN","Indonesia",2020-06-17,41431,1031,2276,273524000,15.1,0.8,"Lower middle income","Asia","South-eastern Asia"
"IRN","Iran (Islamic Republic of)",2020-06-17,195051,2612,9185,83993000,232.2,10.9,"Upper middle income","Asia","Southern Asia"
"IRQ","Iraq",2020-06-17,24254,1554,773,40223000,60.3,1.9,"Upper middle income","Asia","Western Asia"
"IRL","Ireland",2020-06-17,25341,7,1710,4938000,513.2,34.6,"High income","Europe","Northern Europe"
"ISR","Israel",2020-06-17,19783,288,303,8656000,228.5,3.5,"High income","Asia","Western Asia"
"ITA","Italy",2020-06-17,237828,328,34448,60462000,393.4,57,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-06-17,626,5,10,2961000,21.1,0.3,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-06-17,17530,46,935,126476000,13.9,0.7,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-06-17,987,6,9,10203000,9.7,0.1,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-06-17,15877,335,97,18777000,84.6,0.5,"Upper middle income","Asia","Central Asia"
"KEN","Kenya",2020-06-17,4044,184,107,53771000,7.5,0.2,"Lower middle income","Africa","Eastern Africa"
"XKX","Kosovo",2020-06-17,1486,0,33,1800000,82.6,1.8,"Upper middle income","Europe","Southern Europe"
"KWT","Kuwait",2020-06-17,37533,575,306,4271000,878.8,7.2,"High income","Asia","Western Asia"
"KGZ","Kyrgyzstan",2020-06-17,2657,95,31,6524000,40.7,0.5,"Lower middle income","Asia","Central Asia"
"LAO","Lao People's Democratic Republic",2020-06-17,19,0,0,7276000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"LVA","Latvia",2020-06-17,1104,6,30,1886000,58.5,1.6,"High income","Europe","Northern Europe"
"LBN","Lebanon",2020-06-17,1489,16,32,6825000,21.8,0.5,"Upper middle income","Asia","Western Asia"
"LSO","Lesotho",2020-06-17,4,0,0,2142000,0.2,0,"Lower middle income","Africa","Southern Africa"
"LBR","Liberia",2020-06-17,516,7,33,5058000,10.2,0.7,"Low income","Africa","Western Africa"
"LBY","Libya",2020-06-17,500,16,10,6871000,7.3,0.1,"Upper middle income","Africa","Northern Africa"
"LIE","Liechtenstein",2020-06-17,82,0,1,38000,215.8,2.6,"High income","Europe","Western Europe"
"LTU","Lithuania",2020-06-17,1778,2,76,2722000,65.3,2.8,"High income","Europe","Northern Europe"
"LUX","Luxembourg",2020-06-17,4085,10,110,626000,652.6,17.6,"High income","Europe","Western Europe"
"MAC","Macao",2020-06-17,45,0,0,649000,6.9,0,"High income","Asia","Eastern Asia"
"MDG","Madagascar",2020-06-17,1378,61,12,27691000,5,0,"Low income","Africa","Eastern Africa"
"CHN","Mainland China",2020-06-17,83293,28,4634,1439324000,5.8,0.3,"Upper middle income","Asia","Eastern Asia"
"MWI","Malawi",2020-06-17,572,8,6,19130000,3,0,"Low income","Africa","Eastern Africa"
"MYS","Malaysia",2020-06-17,8515,10,121,32366000,26.3,0.4,"Upper middle income","Asia","South-eastern Asia"
"MDV","Maldives",2020-06-17,2120,26,8,541000,391.9,1.5,"Upper middle income","Asia","Southern Asia"
"MLI","Mali",2020-06-17,1890,5,107,20251000,9.3,0.5,"Low income","Africa","Western Africa"
"MLT","Malta",2020-06-17,662,6,9,442000,149.8,2,"High income","Europe","Southern Europe"
"MRT","Mauritania",2020-06-17,2223,166,95,4650000,47.8,2,"Lower middle income","Africa","Western Africa"
"MUS","Mauritius",2020-06-17,337,0,10,1272000,26.5,0.8,"Upper middle income","Africa","Eastern Africa"
"MEX","Mexico",2020-06-17,159793,4930,19080,128933000,123.9,14.8,"Upper middle income","North America","Central America"
"MCO","Monaco",2020-06-17,99,0,4,39000,253.8,10.3,"High income","Europe","Western Europe"
"MNG","Mongolia",2020-06-17,201,4,0,3278000,6.1,0,"Lower middle income","Asia","Eastern Asia"
"MNE","Montenegro",2020-06-17,333,7,9,628000,53,1.4,"Upper middle income","Europe","Southern Europe"
"MAR","Morocco",2020-06-17,8997,66,213,36911000,24.4,0.6,"Lower middle income","Africa","Northern Africa"
"MOZ","Mozambique",2020-06-17,651,13,4,31255000,2.1,0,"Low income","Africa","Eastern Africa"
NA,"MS Zaandam",2020-06-17,9,0,2,NA,NA,NA,NA,NA,NA
"MMR","Myanmar",2020-06-17,262,0,6,54410000,0.5,0,"Lower middle income","Asia","South-eastern Asia"
"NAM","Namibia",2020-06-17,36,2,0,2541000,1.4,0,"Upper middle income","Africa","Southern Africa"
"NPL","Nepal",2020-06-17,7177,586,20,29137000,24.6,0.1,"Low income","Asia","Southern Asia"
"NLD","Netherlands",2020-06-17,49412,117,6093,17135000,288.4,35.6,"High income","Europe","Western Europe"
"NZL","New Zealand",2020-06-17,1507,1,22,4822000,31.3,0.5,"High income","Oceania","Australia and New Zealand"
"NIC","Nicaragua",2020-06-17,1823,0,64,6625000,27.5,1,"Lower middle income","North America","Central America"
"NER","Niger",2020-06-17,1020,4,67,24207000,4.2,0.3,"Low income","Africa","Western Africa"
"NGA","Nigeria",2020-06-17,17735,587,469,206140000,8.6,0.2,"Lower middle income","Africa","Western Africa"
"MKD","North Macedonia",2020-06-17,4482,183,210,2083000,215.2,10.1,"Upper middle income","Europe","Southern Europe"
"NOR","Norway",2020-06-17,8692,32,243,5421000,160.3,4.5,"High income","Europe","Northern Europe"
"PSE","Occupied Palestinian Territory",2020-06-17,555,41,3,5101000,10.9,0.1,"Lower middle income","Asia","Western Asia"
"OMN","Oman",2020-06-17,26079,810,116,5107000,510.7,2.3,"High income","Asia","Western Asia"
"PAK","Pakistan",2020-06-17,160118,5358,3093,220892000,72.5,1.4,"Lower middle income","Asia","Southern Asia"
"PAN","Panama",2020-06-17,22597,635,470,4315000,523.7,10.9,"High income","North America","Central America"
"PNG","Papua New Guinea",2020-06-17,8,0,0,8947000,0.1,0,"Lower middle income","Oceania","Melanesia"
